CustomerID,Part,Category,Quantity,DatePurchased,UnitPrice,SalesTotal
1614,Tee SxSxS,Fitting,3,2025-08-19,1.25,3.75
2886,Female Adapter3/4,Fitting,8,2025-10-04,1.25,10.0
6358,Female Adapter1/2,Fitting,9,2025-04-05,1.0,9.0
9219,22.5* Elbow,Fitting,3,2025-09-13,0.8,2.4
1264,Tee SxSxFPT1/2,Fitting,1,2025-07-12,1.5,1.5
2264,Male Adapter3/4,Fitting,2,2025-04-24,1.25,2.5
7601,22.5* Elbow,Fitting,10,2025-06-26,0.8,8.0
9569,Tee SxSxFPT3/4,Fitting,1,2025-10-10,1.75,1.75
5894,Couplerr,Fitting,6,2025-12-11,0.75,4.5
6276,Female Adapter1/2,Fitting,7,2025-08-05,1.0,7.0
8673,Female Adapter3/4,Fitting,8,2025-10-05,1.25,10.0
6999,Female Adapter1,Fitting,4,2025-06-03,1.5,6.0
5123,22.5* Elbow,Fitting,3,2025-02-24,0.8,2.4
9792,Coupler,Fitting,3,2025-11-22,0.75,2.25
4978,22.5* Elbow,Fitting,8,2025-09-17,0.8,6.4
5490,Female Adapter1,Fitting,1,2025-03-15,1.5,1.5
4957,90* Elbow,Fitting,7,2025-06-26,0.85,5.95
8327,Male Adapter1,Fitting,2,2025-01-23,1.5,3.0
2434,22.5* Elbow,Fitting,1,2025-09-06,0.8,0.8
8641,GlueQT,Accessory,1,2025-04-14,5.0,5.0
5641,Tee SxSxFPT3/4,Fitting,3,2025-12-05,1.75,5.25
8729,90* Elbow,Fitting,2,2025-07-02,0.85,1.7
8797,PrimerQT,Accessory,1,2025-11-22,6.0,6.0
4735,Tee SxSxFPT3/4,Fitting,2,2025-07-06,1.75,3.5
6652,PrimerQT,Accessory,1,2025-07-16,6.0,6.0
8793,AdjustableWrench,Accessory,3,2025-06-15,15.0,45.0
2271,Tee SxSxS,Fitting,6,2025-03-10,1.25,7.5
9100,Tee SxSxS,Fitting,3,2025-06-06,1.25,3.75
3198,PrimerQT,Accessory,2,2025-01-04,6.0,12.0
8165,Tee SxSxFPT3/4,Fitting,3,2025-05-02,1.75,5.25
9302,Tee SxSxFPT1/2,Fitting,1,2025-07-27,1.5,1.5
1920,Male Adapter3/4,Fitting,4,2025-06-27,1.25,5.0
7650,GlueQT,Accessory,1,2025-05-25,5.0,5.0
5119,Female Adapter3/4,Fitting,6,2025-05-06,1.25,7.5
4964,Tee SxSxFPT1/2,Fitting,3,2025-12-24,1.5,4.5
5055,Tee SxSxFPT3/4,Fitting,8,2025-01-11,1.75,14.0
3704,22.5* Elbow,Fitting,2,2025-07-15,0.8,1.6
2118,PrimerQT,Accessory,3,2025-11-24,6.0,18.0
6321,Tee SxSxFPT1/2,Fitting,3,2025-08-24,1.5,4.5
6705,Female Adapter1,Fitting,3,2025-10-24,1.5,4.5
7875,Female Adapter3/4,Fitting,1,2025-08-06,1.25,1.25
8361,GlueQT,Accessory,1,2025-06-21,5.0,5.0
1868,Tee SxSxFPT1/2,Fitting,3,2025-08-03,1.5,4.5
4601,GlueQT,Accessory,1,2025-04-06,5.0,5.0
6034,ThreadSealTape,Accessory,2,2025-10-22,2.5,5.0
6532,45* Elbow,Fitting,2,2025-08-26,0.8,1.6
2156,22.5* Elbow,Fitting,1,2025-09-28,0.8,0.8
3630,Male Adapter1,Fitting,3,2025-12-03,1.5,4.5
4863,ThreadSealTape,Accessory,2,2025-06-23,2.5,5.0
9106,Female Adapter3/4,Fitting,-2,2025-09-04,1.25,-2.5
4233,Female Adapter1,Fitting,2,2025-07-19,1.5,3.0
5855,90* Elbow,Fitting,3,2025-07-19,0.85,2.55
2726,PrimerQT,Accessory,-1,2025-04-27,6.0,-6.0
3726,ThreadSealTape,Accessory,3,2025-01-13,2.5,7.5
7160,Male Adapter1,Fitting,7,2025-06-02,1.5,10.5
5852,Coupler,Fitting,8,2025-06-24,0.75,6.0
6120,Male Adapter1,Fitting,5,2025-06-14,1.5,7.5
1378,Female Adapter1,Fitting,1,2025-03-16,1.5,1.5
9357,Female Adapter3/4,Fitting,2,2025-09-18,1.25,2.5
3925,ThreadSealTape,Accessory,3,2025-10-24,2.5,7.5
5204,Male Adapter3/4,Fitting,3,2025-11-17,1.25,3.75
9082,Tee SxSxFPT1/2,Fitting,3,2025-03-09,1.5,4.5
4599,PrimerQT,Accessory,2,2025-10-21,6.0,12.0
5612,Male Adapter3/4,Fitting,3,2025-06-27,1.25,3.75
8464,Male Adapter3/4,Fitting,2,2025-04-17,1.25,2.5
2121,AdjustableWrench,Accessory,1,2025-01-14,15.0,15.0
3559,90* Elbow,Fitting,7,2025-09-17,0.85,5.95
2022,Male Adapter1,Fitting,6,2025-07-24,1.5,9.0
8995,Coupler,Fitting,10,2025-05-11,0.75,7.5
2958,Tee SxSxS,Fitting,1,2025-07-24,1.25,1.25
2352,Male Adapter3/4,Fitting,6,2025-03-08,1.25,7.5
2249,Tee SxSxS,Fitting,5,2025-08-23,1.25,6.25
3280,Male Adapter3/4,Fitting,6,2025-09-10,1.25,7.5
9603,Tee SxSxS,Fitting,2,2025-05-07,1.25,2.5
3626,Coupler,Fitting,3,2025-07-19,0.75,2.25
3203,Female Adapter1/2,Fitting,1,2025-01-04,1.0,1.0
7178,Female Adapter3/4,Fitting,3,2025-06-07,1.25,3.75
3586,Male Adapter1/2,Fitting,2,2025-12-16,1.0,2.0
9323,Tee SxSxS,Fitting,6,2025-08-22,1.25,7.5
4531,90* Elbow,Fitting,6,2025-06-25,0.85,5.1
2966,Female Adapter3/4,Fitting,4,2025-04-09,1.25,5.0
4895,GlueQT,Accessory,1,2025-03-15,5.0,5.0
4397,Male Adapter3/4,Fitting,2,2025-10-24,1.25,2.5
6456,Coupler,Fitting,4,2025-08-19,0.75,3.0
5263,ThreadSealTape,Accessory,2,2025-11-13,2.5,5.0
5812,AdjustableWrench,Accessory,1,2025-03-10,15.0,15.0
7225,22.5* Elbow,Fitting,3,2025-12-21,0.8,2.4
6253,90* Elbow,Fitting,3,2025-05-16,0.85,2.55
2755,Female Adapter1/2,Fitting,-3,2025-06-26,1.0,-3.0
8322,Coupler,Fitting,7,2025-06-26,0.75,5.25
3546,Male Adapter1,Fitting,5,2025-02-23,1.5,7.5
9742,Female Adapter1/2,Fitting,7,2025-05-01,1.0,7.0
1022,Coupler,Fitting,1,2025-07-03,0.75,0.75
6818,Female Adapter1,Fitting,1,2025-09-10,1.5,1.5
5043,AdjustableWrench,Accessory,1,2025-09-12,15.0,15.0
3854,Tee SxSxFPT3/4,Fitting,5,2025-10-20,1.75,8.75
9424,Male Adapter3/4,Fitting,2,2025-05-06,1.25,2.5
1346,Tee SxSxFPT1/2,Fitting,5,2025-01-07,1.5,7.5
8388,22.5* Elbow,Fitting,3,2025-01-23,0.8,2.4
7710,Tee SxSxFPT3/4,Fitting,3,2025-08-27,1.75,5.25
9556,45* Elbow,Fitting,2,2025-08-13,0.8,1.6
3891,Tee SxSxFPT3/4,Fitting,10,2025-09-07,1.75,17.5
4602,Tee SxSxFPT1/2,Fitting,6,2025-10-15,1.5,9.0
2536,Female Adapter1,Fitting,3,2025-03-15,1.5,4.5
9881,Tee SxSxS,Fitting,3,2025-09-06,1.25,3.75
1798,Female Adapter1/2,Fitting,3,2025-09-13,1.0,3.0
6343,45* Elbow,Fitting,4,2025-08-08,0.8,3.2
7875,Male Adapter1/2,Fitting,4,2025-07-01,1.0,4.0
5111,Female Adapter3/4,Fitting,10,2025-08-16,1.25,12.5
7756,AdjustableWrench,Accessory,1,2025-04-13,15.0,15.0
6092,GlueQT,Accessory,3,2025-06-10,5.0,15.0
7595,Female Adapter1/2,Fitting,1,2025-04-01,1.0,1.0
7167,Female Adapter1/2,Fitting,5,2025-07-10,1.0,5.0
5413,Female Adapter1,Fitting,1,2025-08-01,1.5,1.5
6228,Tee SxSxS,Fitting,6,2025-03-14,1.25,7.5
2867,Female Adapter3/4,Fitting,4,2025-08-17,1.25,5.0
3347,45* Elbow,Fitting,3,2025-07-22,0.8,2.4
4844,Female Adapter1/2,Fitting,2,2025-08-15,1.0,2.0
7611,Female Adapter1/2,Fitting,1,2025-09-20,1.0,1.0
6335,Female Adapter1/2,Fitting,4,2025-08-23,1.0,4.0
2903,PrimerQT,Accessory,3,2025-09-03,6.0,18.0
1908,Tee SxSxFPT1/2,Fitting,6,2025-02-18,1.5,9.0
7361,ThreadSealTape,Accessory,1,2025-07-05,2.5,2.5
7302,90* Elbow,Fitting,2,2025-03-11,0.85,1.7
8689,Female Adapter1/2,Fitting,6,2025-04-08,1.0,6.0
7139,Male Adapter1/2,Fitting,1,2025-07-15,1.0,1.0
7646,Female Adapter3/4,Fitting,7,2025-09-01,1.25,8.75
1143,Male Adapter1/2,Fitting,2,2025-05-19,1.0,2.0
7744,Male Adapter1/2,Fitting,7,2025-06-15,1.0,7.0
1025,Tee SxSxFPT1/2,Fitting,6,2025-07-06,1.5,9.0
7928,45* Elbow,Fitting,4,2025-02-14,0.8,3.2
8269,Male Adapter1/2,Fitting,3,2025-06-02,1.0,3.0
6442,AdjustableWrench,Accessory,1,2025-06-04,15.0,15.0
8509,Female Adapter3/4,Fitting,1,2025-05-18,1.25,1.25
9753,Female Adapter1,Fitting,6,2025-07-07,1.5,9.0
5318,Coupler,Fitting,9,2025-06-19,0.75,6.75
9662,Coupler,Fitting,10,2025-06-09,0.75,7.5
4708,Male Adapter1,Fitting,3,2025-07-25,1.5,4.5
8638,Male Adapter1/2,Fitting,2,2025-01-13,1.0,2.0
1371,Tee SxSxS,Fitting,9,2025-01-28,1.25,11.25
3275,Female Adapter3/4,Fitting,10,2025-04-12,1.25,12.5
5045,PrimerQT,Accessory,1,2025-09-04,6.0,6.0
7710,ThreadSealTape,Accessory,2,2025-05-07,2.5,5.0
4708,PrimerQT,Accessory,1,2025-04-13,6.0,6.0
4366,Tee SxSxFPT1/2,Fitting,1,2025-08-04,1.5,1.5
4932,90* Elbow,Fitting,2,2025-09-18,0.85,1.7
1238,Female Adapter1,Fitting,1,2025-04-07,1.5,1.5
4102,Female Adapter3/4,Fitting,5,2025-04-14,1.25,6.25
3663,Male Adapter1/2r,Fitting,5,2025-01-28,1.0,5.0
4918,Tee SxSxFPT1/2,Fitting,3,2025-06-26,1.5,4.5
9876,Coupler,Fitting,5,2025-12-20,0.75,3.75
1677,Male Adapter1/2,Fitting,6,2025-10-23,1.0,6.0
2699,Tee SxSxS,Fitting,2,2025-03-01,1.25,2.5
5166,Tee SxSxS,Fitting,1,2025-07-25,1.25,1.25
3304,PrimerQT,Accessory,1,2025-06-12,6.0,6.0
5809,Tee SxSxS,Fitting,8,2025-04-22,1.25,10.0
7077,Couplerr,Fitting,3,2025-06-17,0.75,2.25
1834,ThreadSealTape,Accessory,1,2025-07-18,2.5,2.5
7946,AdjustableWrench,Accessory,1,2025-04-15,15.0,15.0
6630,GlueQT,Accessory,2,2025-07-08,5.0,10.0
1070,Female Adapter3/4,Fitting,1,2025-03-14,1.25,1.25
1517,AdjustableWrench,Accessory,1,2025-09-17,15.0,15.0
8424,45* Elbowr,Fitting,1,2025-03-13,0.8,0.8
7711,ThreadSealTape,Accessory,1,2025-02-25,2.5,2.5
2029,Tee SxSxFPT1/2,Fitting,1,2025-04-06,1.5,1.5
7302,Tee SxSxFPT1/2,Fitting,10,2025-08-05,1.5,15.0
6924,Tee SxSxS,Fitting,2,2025-09-13,1.25,2.5
7180,ThreadSealTape,Accessory,2,2025-07-01,2.5,5.0
7557,Tee SxSxFPT3/4,Fitting,6,2025-03-24,1.75,10.5
9746,AdjustableWrench,Accessory,2,2025-08-14,15.0,30.0
4526,AdjustableWrench,Accessory,1,2025-09-27,15.0,15.0
3033,ThreadSealTape,Accessory,1,2025-06-06,2.5,2.5
8053,Tee SxSxS,Fitting,2,2025-09-10,1.25,2.5
2031,Tee SxSxFPT3/4,Fitting,1,2025-08-26,1.75,1.75
8329,Male Adapter1,Fitting,6,2025-04-19,1.5,9.0
9119,Male Adapter3/4,Fitting,10,2025-10-24,1.25,12.5
6819,45* Elbow,Fitting,3,2025-08-02,0.8,2.4
3744,Tee SxSxFPT3/4,Fitting,1,2025-11-03,1.75,1.75
6233,90* Elbow,Fitting,1,2025-06-07,0.85,0.85
5753,AdjustableWrench,Accessory,1,2025-05-10,15.0,15.0
2752,Female Adapter1,Fitting,5,2025-04-16,1.5,7.5
2598,Male Adapter3/4,Fitting,-4,2025-04-24,1.25,-5.0
8488,Male Adapter3/4,Fitting,6,2025-06-03,1.25,7.5
5546,ThreadSealTape,Accessory,1,2025-04-23,2.5,2.5
6267,Female Adapter3/4,Fitting,4,2025-09-20,1.25,5.0
3818,Tee SxSxFPT1/2,Fitting,3,2025-05-16,1.5,4.5
8981,Male Adapter1,Fitting,7,2025-03-01,1.5,10.5
9327,Tee SxSxFPT1/2,Fitting,2,2025-02-08,1.5,3.0
8749,Male Adapter3/4,Fitting,4,2025-01-03,1.25,5.0
7100,90* Elbow,Fitting,6,2025-06-06,0.85,5.1
9066,Tee SxSxFPT3/4,Fitting,6,2025-06-07,1.75,10.5
1246,GlueQT,Accessory,1,2025-11-14,5.0,5.0
3147,Tee SxSxFPT3/4,Fitting,6,2025-10-10,1.75,10.5
2559,Coupler,Fitting,2,2025-06-22,0.75,1.5
4340,90* Elbow,Fitting,5,2025-06-04,0.85,4.25
9579,Coupler,Fitting,3,2025-08-06,0.75,2.25
2724,AdjustableWrench,Accessory,1,2025-07-12,15.0,15.0
8313,ThreadSealTape,Accessory,1,2025-07-13,2.5,2.5
9228,GlueQT,Accessory,1,2025-10-04,5.0,5.0
4509,Female Adapter3/4,Fitting,1,2025-12-18,1.25,1.25
3578,Coupler,Fitting,9,2025-03-25,0.75,6.75
3047,Male Adapter1/2,Fitting,1,2025-08-15,1.0,1.0
6399,Male Adapter3/4,Fitting,4,2025-07-16,1.25,5.0
6734,ThreadSealTape,Accessory,3,2025-05-19,2.5,7.5
7930,Male Adapter1,Fitting,3,2025-06-09,1.5,4.5
5118,Female Adapter1/2,Fitting,3,2025-09-03,1.0,3.0
5503,Tee SxSxS,Fitting,3,2025-06-01,1.25,3.75
2665,22.5* Elbow,Fitting,3,2025-07-26,0.8,2.4
6505,Tee SxSxFPT1/2,Fitting,1,2025-03-21,1.5,1.5
8925,Female Adapter1/2,Fitting,3,2025-08-21,1.0,3.0
2822,45* Elbow,Fitting,-3,2025-08-17,0.8,-2.4
1790,22.5* Elbow,Fitting,8,2025-07-11,0.8,6.4
6981,ThreadSealTape,Accessory,1,2025-11-09,2.5,2.5
5765,22.5* Elbowr,Fitting,2,2025-05-13,0.8,1.6
7339,GlueQT,Accessory,1,2025-05-28,5.0,5.0
6296,PrimerQT,Accessory,2,2025-08-06,6.0,12.0
6566,PrimerQT,Accessory,1,2025-09-17,6.0,6.0
2252,90* Elbow,Fitting,1,2025-08-28,0.85,0.85
3666,Male Adapter1,Fitting,4,2025-06-02,1.5,6.0
8358,22.5* Elbow,Fitting,1,2025-08-16,0.8,0.8
9249,Tee SxSxS,Fitting,3,2025-06-04,1.25,3.75
3582,GlueQT,Accessory,1,2025-03-27,5.0,5.0
9637,Male Adapter1/2,Fitting,5,2025-04-20,1.0,5.0
5412,Male Adapter1/2,Fitting,3,2025-08-12,1.0,3.0
2148,Male Adapter3/4,Fitting,1,2025-11-08,1.25,1.25
3968,Coupler,Fitting,8,2025-04-17,0.75,6.0
9908,90* Elbow,Fitting,7,2025-05-18,0.85,5.95
5848,Male Adapter1/2,Fitting,3,2025-07-25,1.0,3.0
9518,Tee SxSxS,Fitting,4,2025-07-25,1.25,5.0
2170,22.5* Elbow,Fitting,10,2025-04-04,0.8,8.0
2526,Coupler,Fitting,-10,2025-05-27,0.75,-7.5
2454,Male Adapter1/2,Fitting,6,2025-12-03,1.0,6.0
2115,90* Elbow,Fitting,3,2025-07-19,0.85,2.55
9503,22.5* Elbow,Fitting,6,2025-07-08,0.8,4.8
3664,Tee SxSxFPT1/2,Fitting,3,2025-07-27,1.5,4.5
3544,AdjustableWrench,Accessory,2,2025-08-08,15.0,30.0
5762,GlueQT,Accessory,1,2025-10-28,5.0,5.0
2908,Male Adapter3/4,Fitting,3,2025-07-02,1.25,3.75
4437,90* Elbow,Fitting,3,2025-07-25,0.85,2.55
3022,GlueQT,Accessory,2,2025-01-23,5.0,10.0
8352,PrimerQT,Accessory,1,2025-04-18,6.0,6.0
1198,45* Elbow,Fitting,3,2025-10-18,0.8,2.4
1225,ThreadSealTape,Accessory,1,2025-07-05,2.5,2.5
7112,Female Adapter1,Fitting,6,2025-03-01,1.5,9.0
9622,Male Adapter1/2,Fitting,2,2025-06-22,1.0,2.0
9852,ThreadSealTape,Accessory,1,2025-06-26,2.5,2.5
9869,Female Adapter1,Fitting,1,2025-01-23,1.5,1.5
3315,Female Adapter3/4,Fitting,3,2025-05-01,1.25,3.75
9564,ThreadSealTape,Accessory,1,2025-03-17,2.5,2.5
7819,Coupler,Fitting,1,2025-08-06,0.75,0.75
7680,Coupler,Fitting,3,2025-07-12,0.75,2.25
5520,Female Adapter1/2,Fitting,3,2025-03-09,1.0,3.0
8216,45* Elbow,Fitting,8,2025-05-16,0.8,6.4
3210,Male Adapter1,Fitting,2,2025-10-28,1.5,3.0
2284,Tee SxSxFPT1/2,Fitting,3,2025-07-03,1.5,4.5
2989,90* Elbow,Fitting,2,2025-10-20,0.85,1.7
3725,Coupler,Fitting,-10,2025-08-25,0.75,-7.5
3538,AdjustableWrench,Accessory,3,2025-02-18,15.0,45.0
7182,Female Adapter1,Fitting,4,2025-06-23,1.5,6.0
1402,PrimerQT,Accessory,1,2025-11-07,6.0,6.0
6148,AdjustableWrench,Accessory,1,2025-08-28,15.0,15.0
8488,Female Adapter1,Fitting,6,2025-08-01,1.5,9.0
8458,ThreadSealTape,Accessory,1,2025-08-06,2.5,2.5
6759,Male Adapter1,Fitting,3,2025-05-03,1.5,4.5
8863,45* Elbow,Fitting,1,2025-08-18,0.8,0.8
3357,Tee SxSxFPT3/4,Fitting,6,2025-01-05,1.75,10.5
6936,45* Elbow,Fitting,6,2025-02-05,0.8,4.8
5469,Tee SxSxS,Fitting,1,2025-09-01,1.25,1.25
5426,Male Adapter3/4,Fitting,2,2025-07-13,1.25,2.5
3910,PrimerQT,Accessory,1,2025-08-03,6.0,6.0
6198,Male Adapter1/2,Fitting,6,2025-01-12,1.0,6.0
1770,90* Elbow,Fitting,1,2025-04-04,0.85,0.85
8140,Tee SxSxFPT3/4,Fitting,3,2025-10-10,1.75,5.25
1690,PrimerQT,Accessory,1,2025-03-03,6.0,6.0
8442,Coupler,Fitting,3,2025-06-07,0.75,2.25
5818,Male Adapter1,Fitting,1,2025-09-07,1.5,1.5
8825,Female Adapter3/4,Fitting,3,2025-10-12,1.25,3.75
7535,Male Adapter3/4,Fitting,2,2025-04-21,1.25,2.5
9015,Male Adapter1,Fitting,8,2025-09-18,1.5,12.0
9432,AdjustableWrench,Accessory,2,2025-03-26,15.0,30.0
3516,Female Adapter1,Fitting,9,2025-07-01,1.5,13.5
9972,Male Adapter1/2,Fitting,1,2025-11-15,1.0,1.0
1164,45* Elbow,Fitting,2,2025-03-09,0.8,1.6
